"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"1245","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Cyanobacteria",8e-04,0.0078,"keep"
"1246","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Proteobacteria",8e-04,0.0077,"keep"
"1247","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1248","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1249","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1250","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1251","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1252","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1253","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1254","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Epsilonbacteraeota",8e-04,0.0077,"keep"
"1255","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Spirochaetes",8e-04,0.0077,"keep"
"1256","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Spirochaetes",8e-04,0.0077,"keep"
"1257","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Spirochaetes",8e-04,0.0077,"keep"
"1258","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Spirochaetes",8e-04,0.0077,"keep"
"1259","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0015,0.0077,"keep"
"1260","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0015,0.0077,"keep"
"1261","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Tenericutes",8e-04,0.0077,"keep"
"1262","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0015,0.0077,"keep"
"1263","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Tenericutes",8e-04,0.0077,"keep"
"1264","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Tenericutes",8e-04,0.0077,"keep"
"1265","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Tenericutes",8e-04,0.0077,"keep"
"1266","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Tenericutes",8e-04,0.0077,"keep"
"1267","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Tenericutes",8e-04,0.0077,"keep"
"1268","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0015,0.0077,"keep"
"1269","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Bacteria_unclassified",8e-04,0.0077,"keep"
"1270","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",8e-04,0.0077,"keep"
"1271","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",8e-04,0.0077,"keep"
"1272","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Verrucomicrobia",0.0015,0.0077,"keep"
"1273","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Verrucomicrobia",8e-04,0.0077,"keep"
"1274","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",0.0015,0.0077,"keep"
"1275","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Planctomycetes",8e-04,0.0077,"keep"
"1276","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Planctomycetes",8e-04,0.0077,"keep"
"1277","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Cyanobacteria",8e-04,0.0077,"keep"
"1278","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Cyanobacteria",8e-04,0.0077,"keep"
"1279","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Cyanobacteria",8e-04,0.0077,"keep"
"1280","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Cyanobacteria",8e-04,0.0077,"keep"
"1281","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Cyanobacteria",8e-04,0.0077,"keep"
"1282","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Cyanobacteria",8e-04,0.0077,"keep"
"1283","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Cyanobacteria",8e-04,0.0077,"keep"
"1284","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Kiritimatiellaeota",8e-04,0.0077,"keep"
"1285","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",8e-04,0.0059,"keep"
"1286","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",8e-04,0.0059,"keep"
"1287","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",8e-04,0.0059,"keep"
"1288","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",8e-04,0.0059,"keep"
"1289","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",8e-04,0.0059,"keep"
"1290","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",8e-04,0.0059,"keep"
"1291","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",8e-04,0.0059,"keep"
"1292","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",8e-04,0.0059,"keep"
"1293","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",8e-04,0.0059,"keep"
"1294","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Deferribacteres",8e-04,0.0059,"keep"
"1295","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Deferribacteres",8e-04,0.0059,"keep"
"1296","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Kiritimatiellaeota",8e-04,0.0059,"keep"
"1297","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Kiritimatiellaeota",8e-04,0.0059,"keep"
"1298","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",8e-04,0.0046,"keep"
"1299","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Planctomycetes",8e-04,0.0046,"keep"
"1300","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Planctomycetes",8e-04,0.0046,"keep"
"1301","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",8e-04,0.0046,"keep"
"1302","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",8e-04,0.0046,"keep"
"1303","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacteres",8e-04,0.0046,"keep"
"1304","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",8e-04,0.0045,"keep"
"1305","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",8e-04,0.0045,"keep"
"1306","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",8e-04,0.0045,"keep"
"1307","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",8e-04,0.0045,"keep"
"1308","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Epsilonbacteraeota",8e-04,0.0045,"keep"
"1309","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",8e-04,0.0045,"keep"
"1310","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",8e-04,0.0045,"keep"
"1311","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",8e-04,0.0045,"keep"
"1312","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",8e-04,0.0045,"keep"
"1313","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",8e-04,0.0045,"keep"
"1314","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",8e-04,0.0045,"keep"
"1315","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",8e-04,0.0045,"keep"
"1316","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",8e-04,0.0045,"keep"
"1317","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",8e-04,0.0045,"keep"
"1318","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",8e-04,0.0045,"keep"
"1319","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",8e-04,0.0045,"keep"
"1320","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",8e-04,0.0045,"keep"
"1321","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",8e-04,0.0045,"keep"
"1322","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",8e-04,0.0045,"keep"
"1323","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",8e-04,0.0045,"keep"
"1324","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",8e-04,0.0045,"keep"
"1325","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Verrucomicrobia",8e-04,0.0045,"keep"
"1326","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobia",8e-04,0.0045,"keep"
"1327","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",8e-04,0.0045,"keep"
"1328","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",8e-04,0.0045,"keep"
"1329","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",8e-04,0.0045,"keep"
"1330","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",8e-04,0.0045,"keep"
"1331","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Planctomycetes",8e-04,0.0045,"keep"
"1332","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Planctomycetes",8e-04,0.0045,"keep"
"1333","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",8e-04,0.0045,"keep"
"1334","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",8e-04,0.0045,"keep"
"1335","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",8e-04,0.0045,"keep"
"1336","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",8e-04,0.0045,"keep"
"1337","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",8e-04,0.0045,"keep"
"1338","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",8e-04,0.0045,"keep"
"1339","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",8e-04,0.0045,"keep"
"1340","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Cyanobacteria",8e-04,0.0045,"keep"
"1341","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",8e-04,0.0045,"keep"
"1342","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacteres",8e-04,0.0045,"keep"
"1343","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacteres",8e-04,0.0045,"keep"
"1344","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1345","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1346","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1347","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1348","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1349","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1350","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1351","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1352","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1353","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1354","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1355","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Kiritimatiellaeota",8e-04,0.0045,"keep"
"1356","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",8e-04,0.0039,"keep"
"1357","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetes",8e-04,0.0039,"keep"
"1358","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",8e-04,0.0039,"keep"
"1359","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",8e-04,0.0039,"keep"
"1360","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",8e-04,0.0039,"keep"
"1361","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",8e-04,0.0039,"keep"
"1362","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",8e-04,0.0039,"keep"
"1363","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",8e-04,0.0039,"keep"
"1364","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Cyanobacteria",8e-04,0.0039,"keep"
"1365","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Deferribacteres",8e-04,0.0039,"keep"
"1366","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Kiritimatiellaeota",8e-04,0.0039,"keep"
"1367","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Kiritimatiellaeota",8e-04,0.0039,"keep"
"1368","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",8e-04,0.0038,"keep"
"1369","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",8e-04,0.0038,"keep"
"1370","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",8e-04,0.0038,"keep"
"1371","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Cyanobacteria",8e-04,0.0038,"keep"
"1372","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Cyanobacteria",8e-04,0.0038,"keep"
"1373","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Cyanobacteria",8e-04,0.0038,"keep"
