"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"2049","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteria_unclassified",8e-04,0.011
"2050","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Fusobacteriales",8e-04,0.011
"2051","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",8e-04,0.011
"2052","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",8e-04,0.011
"2053","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Mollicutes_RF39",8e-04,0.011
"2054","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Desulfovibrionales",8e-04,0.011
"2055","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Gastranaerophilales",8e-04,0.011
"2056","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Pasteurellales",8e-04,0.011
"2057","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes_unclassified",8e-04,0.011
"2058","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",8e-04,0.011
"2059","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Aeromonadales",8e-04,0.011
"2060","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Spirochaetales",8e-04,0.011
"2061","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",8e-04,0.011
"2062","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Mollicutes_RF39",8e-04,0.011
"2063","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Gammaproteobacteria_unclassified",8e-04,0.011
"2064","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Desulfovibrionales",8e-04,0.011
"2065","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",8e-04,0.011
"2066","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Verrucomicrobiales",8e-04,0.011
"2067","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Rhodospirillales",8e-04,0.011
"2068","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Bacillales",8e-04,0.011
"2069","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Micrococcales",8e-04,0.011
"2070","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",8e-04,0.0097
"2071","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Spirochaetales",8e-04,0.0097
"2072","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",8e-04,0.0097
"2073","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0097
"2074","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0097
"2075","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Pirellulales",8e-04,0.0097
"2076","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Aeromonadales",8e-04,0.0096
"2077","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Spirochaetales",8e-04,0.0096
"2078","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Gammaproteobacteria_unclassified",8e-04,0.0096
"2079","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0096
"2080","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Verrucomicrobiales",8e-04,0.0096
"2081","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",8e-04,0.0096
"2082","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Betaproteobacteriales",8e-04,0.0096
"2083","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Synergistales",8e-04,0.0096
"2084","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bacillales",8e-04,0.0096
"2085","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Enterobacteriales",8e-04,0.0096
"2086","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Aeromonadales",8e-04,0.0096
"2087","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Spirochaetales",8e-04,0.0096
"2088","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",8e-04,0.0096
"2089","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0096
"2090","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Deltaproteobacteria_unclassified",8e-04,0.0096
"2091","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Betaproteobacteriales",8e-04,0.0096
"2092","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0016,0.0092
"2093","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0016,0.0092
"2094","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0016,0.0091
"2095","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0016,0.0091
"2096","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Pasteurellales",0.0016,0.0091
"2097","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Clostridia_unclassified",0.0016,0.0091
"2098","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes_unclassified",0.0016,0.0091
"2099","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0015,0.0091
"2100","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0015,0.0091
"2101","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0015,0.0091
"2102","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiales",0.0015,0.0091
"2103","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0015,0.0091
"2104","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0015,0.0091
"2105","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",0.0015,0.0091
"2106","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Oligosphaerales",0.0015,0.0091
"2107","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Proteobacteria_unclassified",0.0015,0.0091
"2108","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0015,0.0091
"2109","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0015,0.0091
"2110","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0015,0.0091
"2111","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091
"2112","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pasteurellales",0.0015,0.0091
"2113","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Fibrobacterales",0.0015,0.0091
"2114","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Fibrobacterales",0.0015,0.0091
"2115","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Fibrobacterales",0.0015,0.0091
"2116","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",0.0015,0.0091
"2117","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes_unclassified",0.0015,0.0091
"2118","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Synergistales",0.0015,0.0091
"2119","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",0.0015,0.0091
"2120","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Oligosphaerales",0.0015,0.0091
"2121","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Oligosphaerales",0.0015,0.0091
"2122","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0015,0.0091
"2123","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091
"2124","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0015,0.0091
"2125","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0015,0.0091
"2126","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Deltaproteobacteria_unclassified",0.0015,0.0091
"2127","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Elusimicrobiales",0.0015,0.0091
"2128","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0015,0.0091
"2129","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0015,0.0091
"2130","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Gammaproteobacteria_unclassified",0.0015,0.0091
"2131","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091
"2132","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091
"2133","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pirellulales",0.0015,0.0091
"2134","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Pirellulales",0.0015,0.0091
"2135","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Deltaproteobacteria_unclassified",0.0015,0.0091
"2136","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0015,0.0091
"2137","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0015,0.0091
"2138","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Clostridia_unclassified",0.0015,0.0091
"2139","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Elusimicrobiales",0.0015,0.0091
"2140","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidia_unclassified",0.0015,0.0091
"2141","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0015,0.0091
"2142","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0015,0.0091
"2143","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0015,0.0091
"2144","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Gammaproteobacteria_unclassified",0.0015,0.0091
"2145","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0015,0.0091
"2146","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobiales",0.0015,0.0091
"2147","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacterales",0.0015,0.0091
"2148","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Betaproteobacteriales",0.0015,0.0091
"2149","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0015,0.0091
"2150","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0015,0.0091
"2151","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes_unclassified",0.0015,0.0091
"2152","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Oligosphaerales",0.0015,0.0091
"2153","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0015,0.0091
"2154","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0015,0.0091
"2155","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Coriobacteriales",0.0015,0.0091
"2156","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0015,0.0091
"2157","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0015,0.0091
"2158","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0015,0.0091
"2159","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0015,0.0091
"2160","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0015,0.0091
"2161","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0015,0.0091
"2162","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0015,0.0091
"2163","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091
"2164","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Pirellulales",0.0015,0.0091
"2165","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0015,0.0091
"2166","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Deltaproteobacteria_unclassified",0.0015,0.0091
"2167","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",0.0015,0.0091
"2168","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridia_unclassified",0.0015,0.0091
"2169","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0015,0.0091
"2170","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0015,0.0091
"2171","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0015,0.0091
"2172","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0015,0.0091
"2173","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0015,0.0091
"2174","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091
"2175","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091
"2176","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091
"2177","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091
"2178","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0015,0.0091
"2179","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Deltaproteobacteria_unclassified",0.0015,0.0091
"2180","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Deltaproteobacteria_unclassified",0.0015,0.0091
"2181","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0015,0.0091
"2182","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pasteurellales",0.0015,0.0091
"2183","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Pasteurellales",0.0015,0.0091
"2184","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Synergistales",0.0015,0.0091
"2185","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidia_unclassified",0.0015,0.0091
"2186","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0015,0.0091
"2187","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0015,0.0091
"2188","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Mollicutes_RF39",0.0015,0.0091
"2189","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0015,0.0091
"2190","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Gastranaerophilales",0.0015,0.0091
"2191","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Deltaproteobacteria_unclassified",0.0015,0.0091
"2192","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0015,0.0091
"2193","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Verrucomicrobiae_unclassified",0.0015,0.0091
"2194","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0015,0.009
"2195","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pirellulales",0.0015,0.009
"2196","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Gastranaerophilales",0.0015,0.009
"2197","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Gastranaerophilales",0.0015,0.009
"2198","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Deferribacterales",0.0015,0.009
"2199","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Betaproteobacteriales",0.0015,0.009
"2200","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0015,0.009
"2201","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Pasteurellales",0.0015,0.009
"2202","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",8e-04,0.0086
"2203","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pasteurellales",8e-04,0.0086
"2204","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes_unclassified",8e-04,0.0086
"2205","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Synergistales",8e-04,0.0086
"2206","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",8e-04,0.0086
"2207","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",8e-04,0.0086
"2208","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bifidobacteriales",8e-04,0.0086
"2209","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Campylobacterales",8e-04,0.0086
"2210","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Aeromonadales",8e-04,0.0086
"2211","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",8e-04,0.0086
"2212","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pirellulales",8e-04,0.0086
"2213","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pasteurellales",8e-04,0.0086
"2214","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Rhodospirillales",8e-04,0.0086
"2215","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Aeromonadales",8e-04,0.0085
"2216","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Mollicutes_RF39",8e-04,0.0085
"2217","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteria_unclassified",8e-04,0.0085
"2218","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pirellulales",8e-04,0.0085
"2219","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Gastranaerophilales",8e-04,0.0085
"2220","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pasteurellales",8e-04,0.0085
"2221","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Actinomycetales",8e-04,0.0085
"2222","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Elusimicrobiales",8e-04,0.0085
"2223","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacillales",8e-04,0.0085
"2224","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0016,0.0078
"2225","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Elusimicrobiales",0.0016,0.0078
"2226","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0016,0.0078
"2227","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Pasteurellales",8e-04,0.0078
"2228","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Synergistales",8e-04,0.0078
"2229","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Subgroup_6_or",8e-04,0.0078
"2230","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Aeromonadales",8e-04,0.0078
"2231","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Spirochaetales",8e-04,0.0078
"2232","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Verrucomicrobiales",8e-04,0.0078
"2233","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Gastranaerophilales",8e-04,0.0078
"2234","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Pasteurellales",8e-04,0.0078
"2235","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacillales",8e-04,0.0078
"2236","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Enterobacteriales",8e-04,0.0078
"2237","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Pirellulales",8e-04,0.0078
"2238","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Deltaproteobacteria_unclassified",8e-04,0.0078
"2239","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Actinomycetales",8e-04,0.0078
"2240","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Fibrobacterales",8e-04,0.0078
"2241","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0015,0.0077
"2242","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Campylobacterales",8e-04,0.0077
"2243","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0015,0.0077
"2244","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0015,0.0077
"2245","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Mollicutes_RF39",8e-04,0.0077
"2246","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0015,0.0077
"2247","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Deltaproteobacteria_unclassified",0.0015,0.0077
"2248","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Deltaproteobacteria_unclassified",8e-04,0.0077
"2249","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Betaproteobacteriales",0.0015,0.0077
"2250","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Fibrobacterales",0.0015,0.0077
"2251","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Fibrobacterales",0.0015,0.0077
"2252","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacillales",0.0015,0.0077
"2253","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Campylobacterales",8e-04,0.0077
"2254","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0015,0.0077
"2255","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Verrucomicrobiales",8e-04,0.0077
"2256","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Clostridia_unclassified",8e-04,0.0077
"2257","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Elusimicrobiales",8e-04,0.0077
